GISJOIN_proj,GEOID,GISJOIN_CT,pop_00,pop_white_00,pop_black_00,pop_indigenous_00,pop_asian_00,pop_other_00,pop_latino_00,pop_10,pop_white_10,pop_black_10,pop_indigenous_10,pop_asian_10,pop_other_10,pop_latino_10,pop_20,pop_white_20,pop_black_20,pop_indigenous_20,pop_asian_20,pop_other_20,pop_latino_20,pop_change00_10,pop_change10_20,white_change00_10,white_change10_20,black_change00_10,black_change10_20,latino_change00_10,latino_change10_20,blackpct_ch_00_20,median_rent_10,median_rent_20,median_hv_10,median_hv_20,median_hhinc_10,median_hhinc_20,adult_college_above_10,adult_over25_10,renters_10,HU_10,HU_vacant_10,HH_10,hi_inc_hh_10,lo_inc_hh_10,adult_college_above_20,adult_over25_20,renters_20,HU_20,HU_vacant_20,HH_20,hi_inc_hh_20,lo_inc_hh_20,GEOID_bg,rent_bg_Q3_2017,rent_bg_Q3_2024,rent_ma_Q3_2017,rent_ma_Q3_2024,permits_N,affordable_units,vacancy_Ch,HH_ch,HU_ch,housing_tightness,HH_p_ch,HU_p_ch,renter_p_10,renter_p_20,renter_p_ch,college_edu,hi_inc_ch,hi_inc_ch_pop,lo_inc_ch,lo_inc_ch_pop,hhinc_ch,pop_la,all_renters_ct,renters30_ct,renters50_ct,renters60_ct,renters70_ct,renters80_ct,rank_renter_p,rank_housing_tight,rank_hh_growth,rank_vacant_ch,rank_college,rank_hhinc,rank_hi_inc,rank_lo_inc,rank_rents,rank_rents2,rank_HV,rank_permits,owner_20_ct,hi_all,med_all,h1,h2,h3,m1,m2,risk_level
G21011100111131,1500000US211110111131,G2101110011113,,,,,,,,1099,797,192,0,90,6,14,1274,943,149,0,157,18,7,,175,,146,,-43,,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1000,,,,,,,,low
G21011100111132,1500000US211110111132,G2101110011113,,,,,,,,1501,1088,262,0,122,9,20,1522,1197,296,0,1,28,0,,21,,109,,34,,-20,,,,190024.25252525252,285304.3435114504,57026.02702702703,65077.125,869.0,1959.0,400.99999999999994,1311.0,49.0,1262.0,418.0,342.0,933.0,2313.0,417.0,1536.0,12.0,1524.0,332.0,671.0,211110000000.0,1049.0,1779.5,767.0,1369.0,37.0,,-0.029563548817696413,262.0,225.0,-0.024088541666666668,0.2076069730586371,0.17162471395881007,0.3177496038034865,0.2736220472440945,-0.04412755655939199,-0.040221426400748383,-0.11337251623261832,-86.0,0.169290298696815,329.0,0.1411828667137765,2.0,,,,,,,66.0,54.0,75.0,60.0,13.0,17.0,20.0,98.0,,93.0,62.0,46.0,1000,,,,,,,,low
G21011100111151,1500000US211110111151,G2101110011115,,,,,,,,1719,1456,44,0,0,0,219,2362,2057,231,0,9,36,29,,643,,601,,187,,-190,,,,158469.69597069596,221280.64556962025,51192.181818181816,86584.36585365854,444.0,2479.0,374.0,1222.0,15.0,1207.0,411.0,372.0,695.0,2445.0,329.0,1349.0,57.0,1292.0,578.0,387.0,,,,,,1.0,,0.029978562043290843,85.0,127.0,0.031134173461823574,0.07042253521126761,0.1039279869067103,0.30985915492957744,0.2546439628482972,-0.05521519208128023,0.10514910112016604,0.10685475079579643,167.0,-0.008666550385906746,15.0,0.691359164201643,2.0,,,,,,,72.0,24.0,54.0,22.0,75.0,73.0,93.0,56.0,,,44.0,1.0,1000,,,,,,,,low
G21011100111152,1500000US211110111152,G2101110011115,,,,,,,,1512,1272,121,0,0,7,112,1358,813,25,0,13,22,485,,-154,,-459,,-96,,373,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,1202.0,1348.5,1075.0,1360.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,6.0,1000,,,,,,,,low
G21011100112011,1500000US211110112011,G2101110011201,,,,,,,,1388,700,443,0,52,28,165,1862,1181,310,0,32,164,175,,474,,481,,-133,,10,,,,129823.89224138903,206520.73913043478,23951.429080665104,47684.81081081081,174.874242429,1074.845454566,332.4222222234,908.951167705,186.7983014802,722.1528662247999,134.0042462796,436.40552015950004,409.0,1254.0,603.0,1030.0,129.0,901.0,105.0,295.0,211110000000.0,659.0,1050.0,767.0,1369.0,33.0,8.0,-0.08026700321627331,178.84713377520006,121.04883229500001,-0.05611485580601947,0.2476582758857686,0.13317418646442225,0.46032112835223427,0.6692563817980022,0.2089352534457679,0.16345919609771178,-0.0690249798829941,-29.00424627960001,-0.2768978455818356,-141.40552015950004,0.9908962697054509,1.0,,,,,,,4.0,78.0,81.0,90.0,92.0,88.0,33.0,2.0,,81.0,73.0,42.0,1000,1.0,1.0,1.0,0.0,1.0,1.0,0.0,medium
G21011100113011,1500000US211110113011,G2101110011301,,,,,,,,1153,718,140,6,0,41,248,736,314,238,2,0,21,161,,-417,,-404,,98,,-87,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,669.0,1019.0,767.0,1369.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,3.0,1000,,,,,,,,low
G21011100113012,1500000US211110113012,G2101110011301,,,,,,,,1273,50,1223,0,0,0,0,1180,181,805,0,52,42,100,,-93,,131,,-418,,100,,,,89874.0,190251.29357798165,32878.46428571428,60799.0,270.0,1599.0,413.0,1073.0,102.0,971.0,126.0,432.0,412.0,1410.0,325.0,942.0,52.0,890.0,135.0,307.0,,,,,,27.0,,-0.03985887930539808,-81.0,-131.0,-0.05307855626326964,-0.08341915550978372,-0.12208760484622554,0.4253347064881565,0.3651685393258427,-0.06016616716231382,0.12334304685109043,0.021922262465430054,9.0,-0.09995834249412744,-125.0,0.8492043749871009,2.0,,,,,,,76.0,76.0,22.0,66.0,84.0,83.0,68.0,25.0,,,95.0,33.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
G21011100114031,1500000US211110114031,G2101110011403,,,,,,,,786,761,0,0,0,25,0,868,717,78,0,0,16,57,,82,,-44,,78,,57,,,,91453.54545454546,133095.5909090909,38229.33707865168,53856.142857142855,96.0,1225.0,157.0,853.0,78.0,775.0,103.0,285.0,215.0,1116.0,143.0,756.0,44.0,712.0,114.0,311.0,,,,,,18.0,,-0.0332409113182853,-63.0,-97.0,-0.04497354497354497,-0.08129032258064516,-0.11371629542790153,0.20258064516129032,0.20084269662921347,-0.001737948532076844,0.11428498281032842,0.027209133744110187,11.0,0.06905581732511779,26.0,0.40876475954425096,2.0,,,,,,,50.0,69.0,23.0,62.0,81.0,49.0,71.0,83.0,,,53.0,19.0,1000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,high
G21011100114032,1500000US211110114032,G2101110011403,,,,,,,,928,854,21,0,0,17,36,609,463,18,0,0,9,119,,-319,,-391,,-3,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,1000,,,,,,,,low
G21011100114041,1500000US211110114041,G2101110011404,,,,,,,,1647,407,596,7,32,175,430,2017,172,757,0,0,19,1069,,370,,-235,,161,,639,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,729.5,1149.0,800.0,1350.0,18.0,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,19.0,1000,,,,,,,,low
G21011100114042,1500000US211110114042,G2101110011404,,,,,,,,1364,904,330,0,9,71,50,2434,1256,322,0,2,11,843,,1070,,352,,-8,,793,,,,106901.98507462686,132893.73684210525,24769.27027027027,31897.496240601504,176.0,2038.0,948.0,1784.0,309.0,1475.0,121.0,984.0,328.0,2742.0,1239.0,1955.0,92.0,1863.0,107.0,1083.0,,,,,,26.0,27.0,-0.12614745449749407,388.0,171.0,-0.11099744245524297,0.26305084745762713,0.09585201793721973,0.6427118644067796,0.6650563607085346,0.022344496301754946,0.03326153914429629,-0.024599652465041803,-14.0,-0.08579819318212834,99.0,0.2877850615925091,2.0,,,,,,,41.0,97.0,84.0,98.0,37.0,36.0,47.0,27.0,,,17.0,32.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
G21011100115141,1500000US211110115141,G2101110011514,,,,,,,,1628,1221,354,0,53,0,0,1942,1171,290,0,41,298,142,,314,,-50,,-64,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,1000,,,,,,,,low
G21011100115142,1500000US211110115142,G2101110011514,,,,,,,,1579,1246,266,0,55,7,5,2158,1773,53,5,36,131,160,,579,,527,,-213,,155,,,,140465.10169491527,228302.57142857142,52215.49484536082,77237.80597014926,613.0,2282.0,358.99999999999994,1450.0,69.0,1381.0,391.0,338.0,824.0,2815.0,393.0,1848.0,120.0,1728.0,474.0,506.0,,,,,,37.0,,0.017348858038513208,347.0,398.0,0.027597402597402596,0.2512671976828385,0.27448275862068966,0.25995655322230266,0.22743055555555555,-0.0325259976667471,0.024093570346662374,-0.008822612438651511,83.0,0.04807389304583368,168.0,0.47921237170869385,2.0,,,,,,,62.0,26.0,82.0,27.0,34.0,58.0,57.0,78.0,,,76.0,46.0,1000,,,,,,,,low
G21011100115161,1500000US211110115161,G2101110011516,,,,,,,,2027,1819,137,0,0,24,47,2029,1444,292,0,136,43,114,,2,,-375,,155,,67,,,,134486.9518072289,196889.5472636816,49668.811320754714,63806.10659898477,673.0,2782.0,724.0,1884.0,0.0,1884.0,589.0,451.0,713.0,2862.0,560.0,1797.0,15.0,1782.0,491.0,593.0,211110000000.0,840.0,1524.0,767.0,1369.0,14.0,,0.008347245409015025,-102.0,-87.0,0.008347245409015025,-0.054140127388535034,-0.04617834394904458,0.3842887473460722,0.31425364758698093,-0.07003509975909128,0.007214191661379099,-0.03709958752421594,-98.0,0.09338787735815335,142.0,0.28463123844324045,3.0,,,,,,,77.0,37.0,27.0,33.0,26.0,35.0,41.0,89.0,,98.0,55.0,15.0,1000,,,,,,,,low
G21011100115162,1500000US211110115162,G2101110011516,,,,,,,,738,683,48,0,0,4,4,403,319,69,0,0,9,6,,-335,,-364,,21,,2,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,835.0,1509.0,767.0,1369.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,24.0,1000,,,,,,,,low
G21011100115163,1500000US211110115163,G2101110011516,,,,,,,,1298,1199,83,0,0,7,8,1429,1079,115,0,144,32,59,,131,,-120,,32,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,1000,,,,,,,,low
G21011100115181,1500000US211110115181,G2101110011518,,,,,,,,2516,2197,118,0,39,39,123,2050,1805,169,0,13,53,10,,-466,,-392,,51,,-113,,,,265257.2159624413,362825.6033254157,123324.35885167464,124420.29629629629,879.0,1561.0,54.0,774.0,0.0,774.0,671.0,237.0,760.0,1429.0,8.0,759.0,0.0,759.0,297.0,224.0,,,,,,29.0,,0.0,-15.0,-15.0,0.0,-0.01937984496124031,-0.01937984496124031,0.06976744186046512,0.010540184453227932,-0.05922725740723718,-0.031260128687850997,-0.4756207167733962,-374.0,-0.011076385697214808,-13.0,0.008886625925538079,1.0,,,,,,,75.0,39.0,33.0,36.0,15.0,8.0,2.0,51.0,,,40.0,37.0,1000,,,,,,,,low
G21011100115221,1500000US211110115221,G2101110011522,,,,,,,,1629,893,387,0,0,0,350,1473,880,292,0,0,187,114,,-156,,-13,,-95,,-236,,,,159124.1580503505,244688.11917098446,63188.633767490406,84985.77248677249,773.8421605497,1934.582307816,40.986269232,1145.7281343785999,53.977132798199996,1091.7510015804,408.90726079269996,351.91022505959995,587.0,1749.0,74.0,1052.0,63.0,989.0,277.0,344.0,,,,,,51.0,,0.012774290342692403,-102.75100158040004,-93.72813437859986,0.008576869963688385,-0.09411578412262453,-0.08180660975863571,0.037541773877623176,0.07482305358948432,0.03728127971186115,-0.06438442040460751,-0.09446171214333715,-131.90726079269996,0.02549047695920481,-7.910225059599952,0.3449534737447731,2.0,,,,,,,38.0,36.0,19.0,29.0,8.0,42.0,29.0,65.0,,,65.0,61.0,1000,,,,,,,,low
G21011100115222,1500000US211110115222,G2101110011522,,,,,,,,1312,1075,131,0,0,104,2,1044,858,25,0,1,98,62,,-268,,-217,,-106,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1000,,,,,,,,low
G21011100116031,1500000US211110116031,G2101110011603,,,,,,,,2376,2289,46,0,0,17,24,2687,2100,181,0,8,28,370,,311,,-189,,135,,346,,,,274999.0,380161.24188790563,88231.21757322176,112818.14893617021,1383.0,3095.0,311.0,1983.0,132.0,1851.0,1052.0,564.0,1464.0,3752.0,198.0,2049.0,0.0,2049.0,887.0,848.0,,,,,,35.0,,-0.06656580937972768,198.0,66.0,-0.06442166910688141,0.10696920583468396,0.03328290468986384,0.16801728795245813,0.09663250366032211,-0.07138478429213602,-0.05665786001908296,-0.13544734238071626,-165.0,0.1091602576423808,284.0,0.27866476332534035,3.0,,,,,,,78.0,85.0,58.0,82.0,9.0,34.0,17.0,91.0,,,41.0,44.0,1000,,,,,,,,low
G21011100116032,1500000US211110116032,G2101110011603,,,,,,,,1201,1126,7,0,0,52,16,1468,1428,0,0,19,21,0,,267,,302,,-7,,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1000,,,,,,,,low
G21011100116033,1500000US211110116033,G2101110011603,,,,,,,,586,586,0,0,0,0,0,895,571,186,0,112,26,0,,309,,-15,,186,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,1000,,,,,,,,low
G21011100116041,1500000US211110116041,G2101110011604,,,,,,,,1470,1409,0,0,0,9,52,1115,1099,0,8,0,8,0,,-355,,-310,,0,,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1000,,,,,,,,low
G21011100116042,1500000US211110116042,G2101110011604,,,,,,,,1110,1028,82,0,0,0,0,1225,992,172,2,0,33,26,,115,,-36,,90,,26,,,,372399.0,467885.1788617886,85377.78787878787,108394.5223880597,671.0,1836.0,76.0,983.0,88.0,895.0,516.0,260.0,834.0,1824.0,125.0,1034.0,42.0,992.0,306.0,333.0,,,,,,5.0,,-0.04890291630838372,97.0,51.0,-0.04448742746615087,0.10837988826815642,0.05188199389623601,0.08491620111731843,0.12600806451612903,0.0410918633988106,0.09176843251920652,-0.2680685709136781,-210.0,0.04518269057487834,73.0,0.2695869157672372,2.0,,,,,,,36.0,68.0,59.0,74.0,68.0,31.0,6.0,74.0,,,19.0,4.0,1000,,,,,,,,low
G21011100116061,1500000US211110116061,G2101110011606,,,,,,,,1225,1170,55,0,0,0,0,1521,1408,48,2,50,13,0,,296,,238,,-7,,0,,,,348513.85148514854,607455.1403508772,73567.18181818182,174999.0,387.0,886.0,49.0,493.0,0.0,493.0,236.0,194.0,598.0,1096.0,51.0,650.0,64.0,586.0,127.0,150.0,,,,,,8.0,,0.09846153846153846,93.0,157.0,0.09846153846153846,0.18864097363083165,0.3184584178498986,0.09939148073022312,0.08703071672354949,-0.01236076400667363,0.10882585556342789,-0.2619782760697547,-109.0,-0.1375364315433129,-44.0,1.3787644935550558,1.0,,,,,,,57.0,6.0,72.0,5.0,79.0,96.0,8.0,15.0,,,83.0,7.0,1000,,,,,,,,low
G21011100117101,1500000US211110117101,G2101110011710,,,,,,,,1117,976,134,0,0,0,7,1663,890,376,0,0,100,297,,546,,-86,,242,,290,,,,126675.82926829268,189320.19205298013,42800.724137931036,85954.05617977527,197.0,1700.0,423.0,1085.0,47.0,1038.0,264.0,408.0,476.0,2051.0,463.0,1214.0,0.0,1214.0,484.0,565.0,,,,,,43.0,,-0.04331797235023042,176.0,129.0,-0.03871499176276771,0.16955684007707128,0.11889400921658987,0.407514450867052,0.38138385502471167,-0.026130595842340343,0.11619955832162218,0.144346782718001,220.0,0.07234004056717863,157.0,1.0082383630421037,2.0,,,,,,,59.0,65.0,69.0,70.0,82.0,90.0,97.0,84.0,,,58.0,52.0,1000,1.0,1.0,1.0,0.0,1.0,0.0,1.0,medium
G21011100117102,1500000US211110117102,G2101110011710,,,,,,,,1791,1486,247,0,15,28,15,1645,1062,207,0,0,17,359,,-146,,-424,,-40,,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,1000,,,,,,,,low
G21011100118001,1500000US211110118001,G2101110011800,,,,,,,,1826,1344,251,0,65,60,106,1588,896,438,0,0,10,244,,-238,,-448,,187,,138,,,,89817.18181818182,121906.21649484536,33977.87323943662,48644.833333333336,271.0,1761.0,624.0,1357.0,157.0,1200.0,104.0,487.0,92.0,1479.0,444.0,1054.0,36.0,1018.0,140.0,451.0,211110000000.0,725.0,1073.5,800.0,1350.0,16.0,128.0,-0.08154079137062864,-182.0,-303.0,-0.11480075901328274,-0.15166666666666667,-0.22328666175386883,0.52,0.4361493123772102,-0.0838506876227898,-0.0916856432992042,0.05085789129011134,36.0,0.037192206941715766,-36.0,0.43166209934744876,2.0,,,,,,,82.0,98.0,8.0,91.0,4.0,52.0,80.0,71.0,,65.0,38.0,18.0,1000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,high
G21011100118002,1500000US211110118002,G2101110011800,,,,,,,,958,514,259,0,6,47,132,735,299,264,0,0,34,138,,-223,,-215,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1000,,,,,,,,low
G21011100119011,1500000US211110119011,G2101110011901,,,,,,,,1237,463,0,0,0,19,755,1778,520,84,0,0,0,1174,,541,,57,,84,,419,,,,10322.516129032258,13124.375,27415.666666666668,34516.54385964912,10.0,600.0,221.0,472.0,35.0,437.0,26.0,250.0,50.0,895.0,234.0,588.0,31.0,557.0,69.0,284.0,,,,,,1.0,,-0.0214314539375072,120.0,116.0,-0.006802721088435374,0.2745995423340961,0.2457627118644068,0.505720823798627,0.42010771992818674,-0.0856131038704403,0.03919925512104283,0.06438134990900089,43.0,-0.062208053112251416,34.0,0.25900800733093443,1.0,,,,,,,84.0,45.0,86.0,47.0,41.0,29.0,84.0,33.0,,,22.0,1.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
G21011100119041,1500000US211110119041,G2101110011904,,,,,,,,1372,968,63,0,0,156,185,1082,375,155,5,12,44,491,,-290,,-593,,92,,306,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,690.0,1011.0,800.0,1350.0,27.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,33.0,1000,,,,,,,,low
G21011100119042,1500000US211110119042,G2101110011904,,,,,,,,1468,1028,119,0,0,37,284,1628,799,423,0,4,0,402,,160,,-229,,304,,118,,,,93014.87301587302,142762.15789473685,36683.782608695656,43124.0,312.0,1889.0,583.0,1134.0,71.0,1063.0,146.0,373.0,461.0,1829.0,680.0,1130.0,46.0,1084.0,63.0,430.0,,,,,,13.0,124.0,-0.02190226467512603,21.0,-4.0,-0.022123893805309734,0.01975540921919097,-0.003527336860670194,0.548447789275635,0.6273062730627307,0.0788584837870957,0.08688354581400012,-0.07922904958118257,-83.0,0.0457852697059426,57.0,0.17556034120041186,2.0,,,,,,,25.0,52.0,40.0,49.0,63.0,20.0,31.0,75.0,,,64.0,13.0,1000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,high
G21011100119061,1500000US211110119061,G2101110011906,,,,,,,,1389,499,396,0,18,22,454,1864,396,1004,0,0,32,432,,475,,-103,,608,,-22,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,655.0,1144.5,800.0,1350.0,19.0,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,21.0,1000,,,,,,,,low
G21011100119062,1500000US211110119062,G2101110011906,,,,,,,,1732,937,185,0,17,77,516,2649,1318,602,0,14,80,635,,917,,381,,417,,119,,,,113860.38613861386,197047.61111111112,29999.0,61577.94736842105,247.0,2062.0,884.0,1650.0,164.0,1486.0,132.0,791.0,889.0,2786.0,1342.0,2237.0,227.0,2010.0,354.0,698.0,211110000000.0,755.0,1190.0,800.0,1350.0,30.0,64.0,0.002081250592649783,524.0,587.0,0.028162717925793473,0.35262449528936746,0.3557575757575758,0.594885598923284,0.6676616915422886,0.07277609261900464,0.19930886244998025,0.08729033165263854,222.0,-0.1850377988924824,-93.0,1.0526666678362964,2.0,,,,,,,27.0,25.0,91.0,34.0,97.0,92.0,89.0,8.0,,80.0,82.0,38.0,1000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,medium
G21011100119081,1500000US211110119081,G2101110011908,,,,,,,,1919,1267,386,0,24,140,101,1130,207,633,0,0,44,246,,-789,,-1060,,247,,145,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,966.0,1399.5,800.0,1350.0,22.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,25.0,1000,,,,,,,,low
G21011100119082,1500000US211110119082,G2101110011908,,,,,,,,1921,1269,387,0,25,140,101,2450,1050,844,0,14,217,325,,529,,-219,,457,,224,,,,108372.20574162679,154403.7619047619,40681.989690721646,58466.74193548387,283.0,2244.0,829.0,1506.0,131.0,1375.0,186.0,431.0000000000001,143.0,2377.0,703.0,1401.0,25.0,1376.0,140.0,473.0,211110000000.0,971.0,1215.0,800.0,1350.0,24.0,208.0,-0.06914099490688211,1.0,-105.0,-0.07566024268379729,0.0007272727272727272,-0.0697211155378486,0.602909090909091,0.5109011627906976,-0.09200792811839331,-0.06595421661990991,-0.03352854122621564,-46.0,0.03029545454545446,41.999999999999886,0.43716525125658734,2.0,,,,,,,86.0,87.0,38.0,84.0,6.0,53.0,42.0,68.0,,27.0,49.0,28.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
G21011100119091,1500000US211110119091,G2101110011909,,,,,,,,2095,1201,183,0,449,65,197,1573,950,82,12,54,40,435,,-522,,-251,,-101,,238,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,920.0,1048.0,800.0,1350.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,34.0,1000,,,,,,,,low
G21011100119092,1500000US211110119092,G2101110011909,,,,,,,,1893,1563,38,0,0,163,129,1831,857,369,0,32,18,555,,-62,,-706,,331,,426,,,,113680.40243902439,184338.88764044945,35981.75862068965,40323.07407407407,390.0,2622.0,560.0,1737.0,106.0,1631.0,328.0,760.0,468.0,2294.0,636.0,1487.0,86.0,1401.0,169.0,602.0,211110000000.0,961.0,1225.0,800.0,1350.0,21.0,,-0.0031901890845202688,-230.0,-250.0,-0.013449899125756557,-0.14101778050275904,-0.14392630972941853,0.34334763948497854,0.4539614561027837,0.11061381661780517,0.05526904331067614,-0.08047549464317988,-159.0,-0.03627872006988092,-158.0,0.12065323152071138,2.0,,,,,,,15.0,47.0,13.0,40.0,54.0,15.0,30.0,40.0,,31.0,75.0,24.0,1000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,high
G21011100120011,1500000US211110120011,G2101110012001,,,,,,,,1839,1780,14,9,0,8,28,2256,2035,2,0,0,50,169,,417,,255,,-12,,141,,,,111056.69230769231,158287.77005347592,49223.137931034486,60086.71929824561,176.0,2258.0,311.0,1409.0,131.0,1278.0,373.0,567.0,172.0,2750.0,688.0,1647.0,65.0,1582.0,386.0,766.0,,,,,,20.0,,-0.05350804503790577,304.0,238.0,-0.04007285974499089,0.2378716744913928,0.16891412349183818,0.2433489827856025,0.43489254108723135,0.19154355830162886,-0.015399629599806744,-0.04786734171004395,13.0,0.0405352468795071,199.0,0.2207007075093803,2.0,,,,,,,6.0,67.0,80.0,77.0,18.0,23.0,37.0,73.0,,,50.0,22.0,1000,,,,,,,,low
G21011100120012,1500000US211110120012,G2101110012001,,,,,,,,1629,1588,0,0,8,6,27,1507,1278,0,0,0,0,229,,-122,,-310,,0,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1000,,,,,,,,low
G21011100120041,1500000US211110120041,G2101110012004,,,,,,,,1060,777,0,0,0,0,283,1085,332,41,0,0,17,695,,25,,-445,,41,,412,,,,18762.736263736264,37281.608695652176,26421.413793103446,40339.90909090909,38.9047621482,1428.5030614416,117.05916505500001,836.7316797678,91.7512688184,744.9804109494,141.6160888284,429.8347484862,53.0,1261.0,152.0,742.0,151.0,591.0,97.0,342.0,,,,,,2.0,,0.09384969270952133,-153.98041094940004,-94.73167976779996,0.07985004202371979,-0.2066905500953616,-0.1132163177974674,0.1571305276414185,0.2571912013536379,0.10006067371221938,0.014795497942131593,-0.02596511256532047,-44.616088828399995,0.0017056381193131243,-87.8347484862,0.5267884378480409,2.0,,,,,,,17.0,12.0,6.0,8.0,30.0,64.0,44.0,59.0,,,93.0,2.0,1000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,medium
G21011100120042,1500000US211110120042,G2101110012004,,,,,,,,963,706,0,0,0,0,257,778,597,0,0,0,19,162,,-185,,-109,,0,,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1000,,,,,,,,low
G21011100120051,1500000US211110120051,G2101110012005,,,,,,,,1856,1649,30,0,25,151,1,2060,1234,159,0,0,125,542,,204,,-415,,129,,541,,,,109388.19141987982,147559.9756097561,40210.7594678453,49922.78048780488,156.7482990719,2328.5744894288,648.349741833,1352.3131477439001,0.7349380696,1351.5782096743,271.4390835726,406.84111354190003,391.0,2293.0,616.0,1822.0,154.0,1668.0,176.0,410.0,,,,,,12.0,,0.08397903537440038,316.42179032569993,469.6868522560999,0.08411913388057078,0.234112823113618,0.34732107207542195,0.47969827953148025,0.36930455635491605,-0.1103937231765642,0.10320383880461374,-0.0953156197428985,-95.4390835726,-0.0552085342876992,3.158886458099971,0.24152791811171415,2.0,,,,,,,93.0,9.0,79.0,9.0,74.0,29.0,27.0,35.0,,,35.0,12.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
G21011100120052,1500000US211110120052,G2101110012005,,,,,,,,2009,1845,2,0,1,154,7,2043,1954,0,0,0,0,89,,34,,109,,-2,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1000,,,,,,,,low
G21011100121071,1500000US211110121071,G2101110012107,,,,,,,,2733,2564,9,0,0,0,160,2851,2330,173,1,0,57,290,,118,,-234,,164,,130,,,,119551.05811138015,161636.93103448275,47524.125628140704,64110.44578313253,210.0,3649.0,361.0,2220.0,179.0,2041.0,417.0,746.0,565.0,3727.0,483.0,2204.0,166.0,2038.0,485.0,723.0,,,,,,15.0,,-0.005313026274913743,-3.0,-16.0,-0.005898366606170599,-0.0014698677119059284,-0.007207207207207207,0.17687408133268007,0.23699705593719333,0.06012297460451327,0.09404644457505071,0.03366679825116034,68.0,-0.010747536156485882,-23.0,0.3490084233169033,4.0,,,,,,,30.0,44.0,36.0,41.0,69.0,43.0,76.0,52.0,,,36.0,16.0,1000,,,,,,,,low
G21011100121072,1500000US211110121072,G2101110012107,,,,,,,,799,785,0,0,14,0,0,891,891,0,0,0,0,0,,92,,106,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1000,,,,,,,,low
